ID,duplicated,pii_absent_high_confidence,pii_absent_low_confidence,full name,ssn,ssn last 4,drivers license #,passport #,TIN,irs identity protection pin,student identification #,bank account #,credit card #,cvv/cvc,password,username,email address,phone number
52,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
53,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
58,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
63,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
69,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
73,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
76,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
83,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
91,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
93,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
97,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
98,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
99,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
100,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
103,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
114,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
117,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
118,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
128,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
135,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
136,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
140,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
142,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
147,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
150,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
158,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
164,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
165,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
166,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
167,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
171,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
173,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
175,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
183,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
186,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
190,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
198,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
203,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
204,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
206,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
207,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
208,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
210,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
217,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
219,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
223,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
229,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
232,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
233,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
238,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
239,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
241,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
242,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
243,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
245,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
246,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
249,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
250,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
251,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
253,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
257,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
259,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
264,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
265,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
268,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
272,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
273,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
274,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
278,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
281,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
282,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
287,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
290,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
292,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
294,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
307,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
309,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
311,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
316,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
319,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
321,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
323,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
324,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
327,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
328,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
330,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
331,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
334,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
336,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
339,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
340,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
341,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
342,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
343,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
344,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
346,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
349,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
350,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
352,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
353,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
354,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
356,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
358,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
359,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
361,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
362,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
